IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.67.59.187,4,4,0.00,20.88,84.02
104.21.58.190,4,4,0.00,20.67,76.54
104.22.7.242,4,4,0.00,20.90,69.09
104.20.197.94,4,4,0.00,20.41,61.98
172.67.33.181,4,4,0.00,20.28,61.89
104.20.154.120,4,4,0.00,20.35,52.78
